dataid,local_15min,air1,clotheswasher_dryg1,dishwasher1,disposal1,furnace1,grid,kitchenapp1,kitchenapp2,microwave1,refrigerator1,solar
9836,0,0,0.004,0,0,0.007,0.758,0,0.007,0.006,0.07,0.001
9836,0.25,0,0.004,0,0,0.007,0.702,0,0.007,0.005,0.012,0.001
9836,0.5,0,0.004,0,0,0.007,0.637,0,0.007,0.005,0.076,0.002
9836,0.75,0,0.004,0.001,0,0.007,0.926,0.001,0.007,0.004,0.093,0.001
9836,1,0,0.004,0,0,0.007,0.677,0,0.007,0.005,0.011,0.002
9836,1.25,0,0.004,0,0,0.007,0.406,0,0.007,0.005,0.054,0
9836,1.5,0,0.004,0,0,0.007,0.412,0,0.007,0.005,0.1,0
9836,1.75,0,0.004,0,0,0.007,0.288,0,0.007,0.005,0.02,0
9836,2,0,0.004,0,0,0.007,0.318,0,0.007,0.005,0.035,0
9836,2.25,0,0.004,0,0,0.007,0.365,0,0.007,0.005,0.106,0
9836,2.5,0,0.004,0,0,0.007,0.396,0,0.007,0.005,0.103,0
9836,2.75,0,0.004,0,0,0.007,0.342,0,0.007,0.005,0.05,0
9836,3,0,0.004,0,0,0.007,0.268,0,0.007,0.005,0.011,0
9836,3.25,0,0.004,0,0,0.007,0.366,0,0.007,0.005,0.092,0
9836,3.5,0,0.004,0,0,0.007,0.326,0,0.007,0.005,0.07,0
9836,3.75,0,0.004,0,0,0.007,0.272,0,0.007,0.005,0.011,0
9836,4,0,0.004,0,0,0.007,0.338,0,0.007,0.005,0.071,0
9836,4.25,0,0.004,0,0,0.007,0.342,0,0.007,0.005,0.09,0
9836,4.5,0,0.004,0,0,0.007,0.295,0,0.007,0.005,0.011,0
9836,4.75,0,0.004,0,0,0.007,0.294,0,0.007,0.005,0.053,0
9836,5,0,0.004,0,0,0.007,0.353,0,0.007,0.005,0.1,0
9836,5.25,0,0.004,0,0,0.007,0.3,0,0.007,0.005,0.017,0
9836,5.5,0,0.004,0,0,0.007,0.276,0,0.007,0.005,0.036,0
9836,5.75,0,0.004,0,0,0.007,0.379,0,0.007,0.005,0.105,0
9836,6,0,0.004,0,0,0.007,0.363,0,0.007,0.005,0.103,0
9836,6.25,0,0.004,0,0,0.007,0.279,0,0.007,0.005,0.04,0
9836,6.5,0,0.004,0,0,0.007,0.295,0,0.007,0.005,0.012,0
9836,6.75,0,0.004,0,0,0.007,0.344,0,0.007,0.005,0.094,0
9836,7,0,0.004,0,0,0.007,0.308,0,0.007,0.005,0.068,0
9836,7.25,0,0.004,0,0,0.007,0.292,0,0.007,0.005,0.009,0
9836,7.5,0,0.004,0,0,0.007,0.309,0,0.007,0.005,0.015,0
9836,7.75,0,0.004,0,0,0.007,0.296,0,0.007,0.005,0.094,-0.001
9836,8,0,0.004,0,0,0.007,0.256,0,0.007,0.005,0.093,0.003
9836,8.25,0,0.004,0,0,0.007,0.22,0,0.007,0.005,0.088,0.024
9836,8.5,0,0.004,0,0,0.007,0.317,0,0.007,0.005,0.028,0.059
9836,8.75,0,0.004,0,0,0.007,0.148,0,0.007,0.005,0.009,0.106
9836,9,0,0.004,0,0,0.007,-0.03,0,0.007,0.005,0.055,0.202
9836,9.25,0,0.004,0,0,0.007,-0.016,0,0.007,0.005,0.092,0.245
9836,9.5,0,0.004,0,0,0.007,0.005,0,0.007,0.005,0.093,0.259
9836,9.75,0,0.004,0,0,0.007,-0.133,0,0.007,0.005,0.089,0.378
9836,10,0,0.004,0,0,0.007,-0.44,0,0.007,0.005,0.071,0.626
9836,10.25,0,0.004,0,0,0.007,-0.483,0,0.007,0.005,0.009,0.635
9836,10.5,0,0.004,0,0,0.007,-0.551,0,0.007,0.005,0.009,0.7
9836,10.75,0,0.004,0,0,0.007,-0.686,0,0.007,0.005,0.042,0.842
9836,11,0,0.004,0,0,0.007,-0.697,0,0.007,0.005,0.092,0.947
9836,11.25,0,0.004,0,0,0.007,-0.821,0,0.007,0.005,0.094,1.041
9836,11.5,0,0.004,0,0,0.007,-0.887,0,0.007,0.005,0.088,1.123
9836,11.75,0,0.004,0,0,0.007,-1.067,0,0.007,0.005,0.016,1.225
9836,12,0,0.004,0,0,0.007,-1.181,0,0.007,0.005,0.008,1.336
9836,12.25,0,0.004,0,0,0.007,-1.233,0,0.007,0.005,0.022,1.406
9836,12.5,0,0.004,0,0,0.007,-1.272,0,0.007,0.006,0.091,1.488
9836,12.75,0,0.004,0,0,0.007,-1.375,0,0.007,0.006,0.093,1.636
9836,13,0,0.004,0,0,0.007,-1.48,0,0.007,0.006,0.089,1.699
9836,13.25,0,0.004,0,0,0.007,-1.6,0,0.007,0.005,0.015,1.765
9836,13.5,0,0.004,0,0,0.007,-1.631,0,0.007,0.005,0.007,1.809
9836,13.75,0,0.004,0,0,0.007,-1.728,0,0.007,0.006,0.021,1.867
9836,14,0,0.004,0,0,0.007,-1.393,0,0.007,0.006,0.091,1.651
9836,14.25,0,0.004,0.001,0,0.007,-1.692,0,0.007,0.006,0.093,1.957
9836,14.5,0,0.004,0,0,0.007,-1.727,0,0.007,0.006,0.088,1.935
9836,14.75,0,0.004,0,0,0.007,-1.764,0,0.007,0.006,0.013,1.946
9836,15,0,0.004,0,0,0.007,-1.782,0,0.007,0.006,0.007,1.915
9836,15.25,0,0.004,0,0,0.007,-1.761,0,0.007,0.006,0.023,1.903
9836,15.5,0,0.004,0.001,0,0.007,-1.615,0,0.007,0.006,0.091,1.899
9836,15.75,0,0.004,0.001,0,0.007,-1.612,0,0.007,0.006,0.093,1.884
9836,16,0,0.004,0,0,0.007,-1.633,0,0.007,0.006,0.087,1.849
9836,16.25,0,0.004,0,0,0.007,-1.64,0,0.007,0.006,0.007,1.811
9836,16.5,0,0.004,0,0,0.007,-1.591,0,0.007,0.006,0.008,1.776
9836,16.75,0,0.004,0,0,0.007,-1.531,0,0.007,0.006,0.03,1.72
9836,17,0,0.004,0,0,0.007,-1.45,0,0.007,0.006,0.092,1.674
9836,17.25,0,0.004,0,0,0.007,-1.358,0,0.007,0.006,0.093,1.619
9836,17.5,0,0.004,0,0,0.007,-1.31,0,0.007,0.006,0.08,1.545
9836,17.75,0,0.004,0,0,0.007,-1.324,0,0.007,0.005,0.008,1.475
9836,18,0,0.004,0,0,0.007,-1.228,0,0.007,0.005,0.008,1.389
9836,18.25,0,0.004,0,0,0.007,-1.112,0,0.007,0.005,0.037,1.303
9836,18.5,0,0.004,0,0,0.007,-0.968,0,0.007,0.005,0.093,1.207
9836,18.75,0,0.004,0,0,0.007,-0.862,0,0.007,0.005,0.094,1.105
9836,19,0,0.004,0,0,0.007,-0.773,0,0.007,0.005,0.073,1
9836,19.25,0,0.004,0,0,0.007,-0.76,0,0.007,0.005,0.008,0.896
9836,19.5,0,0.004,0,0,0.008,-0.612,0,0.007,0.005,0.008,0.784
9836,19.75,0,0.004,0,0,0.007,-0.483,0,0.007,0.005,0.044,0.671
9836,20,0,0.004,0,0,0.007,-0.328,0,0.007,0.005,0.093,0.555
9836,20.25,0,0.004,0,0,0.007,-0.185,0,0.007,0.005,0.095,0.441
9836,20.5,0,0.004,0,0,0.007,-0.151,0,0.007,0.005,0.065,0.332
9836,20.75,0,0.004,0,0,0.007,-0.062,0,0.007,0.005,0.008,0.232
9836,21,0,0.004,0,0,0.007,-0.005,0,0.007,0.005,0.008,0.14
9836,21.25,0,0.004,0,0,0.007,0.168,0,0.007,0.005,0.051,0.032
9836,21.5,0,0.004,0,0,0.007,0.209,0,0.007,0.005,0.093,0.011
9836,21.75,0,0.004,0,0,0.007,0.262,0,0.007,0.005,0.094,-0.006
9836,22,0,0.004,0,0,0.007,0.297,0,0.007,0.005,0.058,-0.015
9836,22.25,0,0.004,0,0,0.007,0.466,0,0.007,0.005,0.009,-0.006
9836,22.5,0,0.004,0,0,0.007,0.449,0,0.007,0.005,0.008,0
9836,22.75,0,0.004,0,0,0.007,0.539,0,0.007,0.005,0.08,0
9836,23,0,0.004,0,0,0.007,0.629,0,0.007,0.005,0.094,0
9836,23.25,0,0.004,0,0,0.007,0.376,0,0.007,0.005,0.091,0
9836,23.5,0,0.004,0,0,0.007,0.823,0,0.007,0.393,0.035,0
9836,23.75,0,0.004,0,0,0.007,0.464,0,0.007,0.005,0.037,0
9836,24,0,0.004,0,0,0.007,0.419,0,0.007,0.005,0.092,0
9836,24.25,0,0.004,0,0,0.007,0.313,0,0.007,0.005,0.088,0
9836,24.5,0,0.004,0,0,0.007,0.522,0,0.007,0.005,0.016,0
9836,24.75,0,0.004,0,0,0.007,0.518,0,0.007,0.005,0.008,0.001
9836,25,0,0.004,0,0,0.007,0.307,0,0.007,0.005,0.017,0
9836,25.25,0,0.004,0,0,0.007,0.332,0,0.007,0.005,0.09,0
9836,25.5,0,0.004,0,0,0.007,0.346,0,0.007,0.005,0.092,0
9836,25.75,0,0.004,0,0,0.007,0.306,0,0.007,0.005,0.081,0
9836,26,0,0.004,0,0,0.007,0.231,0,0.007,0.005,0.008,0
9836,26.25,0,0.004,0,0,0.007,0.259,0,0.007,0.005,0.008,0
9836,26.5,0,0.004,0,0,0.007,0.239,0,0.007,0.005,0.028,0
9836,26.75,0,0.004,0,0,0.007,0.328,0,0.007,0.005,0.09,0
9836,27,0,0.004,0,0,0.007,0.327,0,0.007,0.005,0.091,0
9836,27.25,0,0.004,0,0,0.007,0.276,0,0.007,0.005,0.058,0
9836,27.5,0,0.004,0,0,0.007,0.233,0,0.007,0.005,0.008,0
9836,27.75,0,0.004,0,0,0.007,0.232,0,0.007,0.005,0.008,0
9836,28,0,0.004,0,0,0.007,0.291,0,0.007,0.005,0.049,0
9836,28.25,0,0.004,0,0,0.007,0.312,0,0.007,0.005,0.091,0
9836,28.5,0,0.004,0,0,0.007,0.338,0,0.007,0.005,0.089,0
9836,28.75,0,0.004,0,0,0.007,0.242,0,0.007,0.005,0.03,0
9836,29,0,0.004,0,0,0.007,0.229,0,0.007,0.005,0.008,0
9836,29.25,0,0.004,0,0,0.007,0.259,0,0.007,0.005,0.008,0
9836,29.5,0,0.004,0,0,0.007,0.286,0,0.007,0.005,0.077,0
9836,29.75,0,0.004,0,0,0.007,0.342,0,0.007,0.005,0.091,0
9836,30,0,0.004,0,0,0.007,0.301,0,0.007,0.005,0.08,0
9836,30.25,0,0.004,0,0,0.007,0.217,0,0.007,0.005,0.009,0
9836,30.5,0,0.004,0,0,0.007,0.261,0,0.007,0.005,0.009,0
9836,30.75,0,0.004,0,0,0.007,0.249,0,0.007,0.005,0.027,0
9836,31,0,0.004,0,0,0.007,0.324,0,0.007,0.005,0.09,0
9836,31.25,0,0.004,0,0,0.007,0.318,0,0.007,0.005,0.091,0
9836,31.5,0,0.004,0,0,0.007,0.27,0,0.007,0.005,0.048,0
9836,31.75,0,0.004,0,0,0.007,0.239,0,0.007,0.005,0.009,0
9836,32,0,0.004,0,0,0.007,0.138,0,0.007,0.005,0.009,0
9836,32.25,0,0.004,0,0,0.007,0.169,0,0.007,0.005,0.056,0.012
9836,32.5,0,0.004,0,0,0.007,0.18,0,0.007,0.005,0.091,0.054
9836,32.75,0,0.004,0,0,0.007,0.133,0,0.007,0.005,0.088,0.081
9836,33,0,0.004,0,0,0.007,0.2,0,0.007,0.005,0.019,0.136
9836,33.25,0,0.004,0,0,0.007,0.073,0,0.007,0.005,0.01,0.189
9836,33.5,0,0.004,0,0,0.007,-0.007,0,0.007,0.005,0.051,0.251
9836,33.75,0,0.004,0,0,0.007,-0.024,0,0.007,0.005,0.091,0.296
9836,34,0,0.004,0,0,0.007,-0.149,0,0.007,0.005,0.088,0.361
9836,34.25,0,0.004,0,0,0.007,-0.218,0,0.007,0.005,0.025,0.371
9836,34.5,0,0.004,0,0,0.007,-0.554,0,0.007,0.005,0.009,0.721
9836,34.75,0,0.004,0,0,0.007,-0.742,0,0.007,0.005,0.009,0.865
9836,35,0,0.004,0,0,0.007,-0.732,0,0.007,0.005,0.073,0.955
9836,35.25,0,0.004,0,0,0.007,-0.822,0,0.007,0.005,0.092,1.051
9836,35.5,0,0.004,0,0,0.007,-0.928,0,0.007,0.005,0.089,1.139
9836,35.75,0,0.004,0,0,0.007,-1.079,0,0.007,0.005,0.009,1.243
9836,36,0,0.004,0,0,0.007,-1.225,0,0.007,0.005,0.008,1.374
9836,36.25,0,0.004,0,0,0.007,-1.28,0,0.007,0.005,0.021,1.44
9836,36.5,0,0.004,0,0,0.007,-1.266,0,0.007,0.005,0.09,1.522
9836,36.75,0,0.004,0,0,0.007,-1.453,0,0.007,0.005,0.092,1.67
9836,37,0,0.004,0,0,0.007,-1.525,0,0.007,0.005,0.059,1.739
9836,37.25,0,0.004,0,0,0.007,-1.647,0,0.007,0.005,0.008,1.79
9836,37.5,0,0.004,0,0,0.007,-1.676,0,0.007,0.005,0.007,1.841
9836,37.75,0,0.004,0,0,0.007,-1.67,0,0.007,0.005,0.049,1.877
9836,38,0,0.004,0,0,0.007,-1.69,0,0.007,0.006,0.091,1.917
9836,38.25,0,0.004,0,0,0.007,-1.694,0,0.007,0.006,0.091,1.949
9836,38.5,0,0.004,0,0,0.007,-1.75,0,0.007,0.006,0.051,1.965
9836,38.75,0,0.004,0,0,0.007,-1.744,0,0.007,0.006,0.088,1.963
9836,39,0,0.004,0.002,0,0.007,-1.595,0,0.007,0.006,0.178,1.943
9836,39.25,0,0.004,0.005,0,0.007,-1.391,0,0.006,0.006,0.383,1.933
9836,39.5,0,0.004,0.001,0,0.007,-1.673,0,0.007,0.006,0.117,1.919
9836,39.75,0,0.004,0.001,0,0.007,-1.623,0,0.007,0.006,0.117,1.91
9836,40,0,0.004,0.001,0,0.007,-1.629,0,0.007,0.006,0.11,1.884
9836,40.25,0,0.004,0,0,0.007,-1.668,0,0.007,0.005,0.052,1.847
9836,40.5,0,0.004,0,0,0.007,-1.671,0,0.007,0.005,0.009,1.807
9836,40.75,0,0.004,0,0,0.007,-1.513,0,0.007,0.005,0.06,1.758
9836,41,0,0.004,0,0,0.007,-1.455,0,0.007,0.005,0.094,1.702
9836,41.25,0,0.004,0,0,0.007,-1.406,0,0.007,0.005,0.087,1.645
9836,41.5,0,0.004,0,0,0.007,-1.397,0,0.007,0.005,0.016,1.577
9836,41.75,0,0.004,0,0,0.007,-1.332,0,0.007,0.005,0.008,1.499
9836,42,0,0.004,0,0,0.007,-1.228,0,0.007,0.005,0.042,1.411
9836,42.25,0,0.004,0,0,0.007,-1.072,0,0.007,0.005,0.092,1.321
9836,42.5,0,0.004,0,0,0.007,-0.985,0,0.007,0.005,0.093,1.224
9836,42.75,0,0.004,0,0,0.007,-0.895,0,0.007,0.005,0.076,1.122
9836,43,0,0.004,0,0,0.007,-0.854,0,0.007,0.005,0.008,1.017
9836,43.25,0,0.004,0,0,0.007,-0.774,0,0.007,0.005,0.008,0.909
9836,43.5,0,0.004,0,0,0.007,-0.588,0,0.007,0.005,0.047,0.798
9836,43.75,0,0.004,0,0,0.007,-0.463,0,0.007,0.005,0.093,0.68
9836,44,0,0.004,0,0,0.007,-0.315,0,0.007,0.005,0.094,0.564
9836,44.25,0,0.004,0,0,0.007,-0.235,0,0.007,0.005,0.056,0.449
9836,44.5,0,0.004,0,0,0.007,-0.211,0,0.007,0.005,0.009,0.341
9836,44.75,0,0.004,0,0,0.007,-0.07,0,0.007,0.005,0.009,0.24
9836,45,0,0.004,0,0,0.007,0.353,0,0.007,0.28,0.069,0.143
9836,45.25,0,0.004,0,0,0.007,0.212,0,0.007,0.005,0.094,0.029
9836,45.5,0,0.004,0,0,0.007,0.21,0,0.007,0.005,0.093,0.01
9836,45.75,0,0.004,0,0,0.007,0.241,0,0.007,0.005,0.074,-0.007
9836,46,0,0.004,0,0,0.007,0.253,0,0.007,0.005,0.009,-0.015
9836,46.25,0,0.004,0,0,0.007,0.491,0,0.007,0.005,0.026,-0.006
9836,46.5,0,0.004,0,0,0.007,0.494,0,0.007,0.005,0.092,0
9836,46.75,0,0.004,0,0,0.007,0.536,0,0.007,0.005,0.091,0
9836,47,0,0.004,0,0,0.007,0.537,0,0.007,0.005,0.059,0
9836,47.25,0,0.004,0,0,0.007,0.818,0.001,0.007,0.005,0.008,0
9836,47.5,0,0.004,0,0,0.007,0.734,0,0.007,0.021,0.008,0
9836,47.75,0,0.004,0,0,0.007,0.598,0,0.007,0.005,0.079,0
9836,48,0,0.004,0,0,0.007,0.671,0,0.007,0.005,0.092,0
9836,48.25,0,0.004,0,0,0.007,0.585,0,0.007,0.005,0.088,0
9836,48.5,0,0.004,0,0,0.007,0.553,0,0.007,0.005,0.019,0
9836,48.75,0,0.004,0,0,0.007,0.61,0,0.007,0.005,0.008,0.001
9836,49,0,0.004,0,0,0.007,0.711,0,0.007,0.005,0.019,0.001
9836,49.25,0,0.004,0,0,0.007,0.391,0,0.007,0.005,0.089,0
9836,49.5,0,0.004,0,0,0.007,0.34,0,0.007,0.005,0.092,0
9836,49.75,0,0.004,0,0,0.007,0.313,0,0.007,0.005,0.067,0
9836,50,0,0.004,0,0,0.007,0.274,0,0.007,0.005,0.008,0
9836,50.25,0,0.004,0,0,0.007,0.253,0,0.007,0.005,0.008,0
9836,50.5,0,0.004,0,0,0.007,0.307,0,0.007,0.005,0.047,0
9836,50.75,0,0.004,0,0,0.007,0.333,0,0.007,0.005,0.091,0
9836,51,0,0.004,0,0,0.007,0.332,0,0.007,0.005,0.091,0
9836,51.25,0,0.004,0,0,0.007,0.294,0,0.007,0.005,0.034,0
9836,51.5,0,0.004,0,0,0.007,0.251,0,0.007,0.005,0.009,0
9836,51.75,0,0.004,0,0,0.007,0.267,0,0.007,0.005,0.009,0
9836,52,0,0.004,0,0,0.007,0.324,0,0.007,0.005,0.081,0
9836,52.25,0,0.004,0,0,0.007,0.333,0,0.007,0.005,0.092,0
9836,52.5,0,0.004,0,0,0.007,0.35,0,0.007,0.005,0.079,0
9836,52.75,0,0.004,0,0,0.007,0.25,0,0.007,0.005,0.009,0
9836,53,0,0.004,0,0,0.007,0.254,0,0.007,0.005,0.009,0
9836,53.25,0,0.004,0,0,0.007,0.277,0,0.007,0.005,0.034,0
9836,53.5,0,0.004,0,0,0.007,0.353,0,0.007,0.005,0.09,0
9836,53.75,0,0.004,0,0,0.007,0.331,0,0.007,0.005,0.09,0
9836,54,0,0.004,0,0,0.007,0.313,0,0.007,0.005,0.04,0
9836,54.25,0,0.004,0,0,0.007,0.238,0,0.007,0.005,0.009,0
9836,54.5,0,0.004,0,0,0.007,0.25,0,0.007,0.005,0.009,0
9836,54.75,0,0.004,0,0,0.007,0.343,0,0.007,0.005,0.07,0
9836,55,0,0.004,0,0,0.007,0.319,0,0.007,0.005,0.091,0
9836,55.25,0,0.004,0,0,0.007,0.328,0,0.007,0.005,0.08,0
9836,55.5,0,0.004,0,0,0.007,0.273,0,0.007,0.005,0.009,0
9836,55.75,0,0.004,0,0,0.007,0.189,0,0.007,0.005,0.009,0
9836,56,0,0.004,0,0,0.007,0.198,0,0.007,0.005,0.029,0.007
9836,56.25,0,0.004,0,0,0.007,0.199,0,0.007,0.005,0.089,0.037
9836,56.5,0,0.004,0,0,0.007,0.134,0,0.007,0.005,0.09,0.091
9836,56.75,0,0.004,0,0,0.007,0.095,0,0.007,0.005,0.04,0.144
9836,57,0,0.004,0,0,0.007,0.064,0,0.007,0.005,0.009,0.168
9836,57.25,0,0.004,0,0,0.007,-0.025,0,0.007,0.005,0.038,0.217
9836,57.5,0,0.004,0,0,0.007,0.101,0,0.007,0.005,0.09,0.221
9836,57.75,0,0.004,0,0,0.007,-0.195,0,0.007,0.005,0.089,0.411
9836,58,0,0.004,0,0,0.007,-0.38,0,0.007,0.005,0.046,0.561
9836,58.25,0,0.004,0,0,0.007,-0.527,0,0.007,0.005,0.008,0.674
9836,58.5,0,0.004,0,0,0.007,-0.641,0,0.007,0.005,0.008,0.777
9836,58.75,0,0.004,0,0,0.007,-0.662,0,0.007,0.005,0.055,0.867
9836,59,0,0.004,0,0,0.007,-0.747,0,0.007,0.005,0.092,0.967
9836,59.25,0,0.004,0,0,0.007,-0.814,0,0.007,0.005,0.09,1.067
9836,59.5,0,0.004,0,0,0.007,-1.024,0,0.007,0.005,0.024,1.164
9836,59.75,0,0.004,0,0,0.007,-1.092,0,0.007,0.005,0.008,1.266
9836,60,0,0.004,0,0,0.007,-1.251,0,0.007,0.005,0.01,1.389
9836,60.25,0,0.004,0,0,0.007,-1.217,0,0.007,0.005,0.088,1.46
9836,60.5,0,0.004,0,0,0.007,-1.282,0,0.007,0.005,0.092,1.531
9836,60.75,0,0.004,0,0,0.007,-1.452,0,0.007,0.005,0.072,1.666
9836,61,0,0.004,0,0,0.007,-1.578,0,0.007,0.005,0.008,1.747
9836,61.25,0,0.004,0,0,0.007,-1.657,0,0.007,0.005,0.008,1.798
9836,61.5,0,0.004,0,0,0.007,-1.63,0,0.007,0.005,0.039,1.842
9836,61.75,0,0.004,0,0,0.007,-1.627,0,0.007,0.006,0.092,1.885
9836,62,0,0.004,0,0,0.007,-1.69,0,0.007,0.006,0.092,1.908
9836,62.25,0,0.004,0,0,0.007,-1.698,0,0.007,0.006,0.044,1.92
9836,62.5,0,0.004,0,0,0.007,-1.78,0,0.007,0.005,0.007,1.942
9836,62.75,0,0.004,0,0,0.007,-1.793,0,0.007,0.005,0.007,1.939
9836,63,0,0.004,0,0,0.007,-1.686,0,0.007,0.006,0.069,1.935
9836,63.25,0,0.004,0.001,0,0.007,-1.675,0,0.007,0.006,0.093,1.922
9836,63.5,0,0.004,0,0,0.007,-1.698,0,0.007,0.005,0.09,1.925
9836,63.75,0,0.004,0,0,0.007,-1.701,0,0.007,0.005,0.018,1.897
9836,64,0,0.004,0,0,0.007,-1.699,0,0.007,0.005,0.008,1.872
9836,64.25,0,0.004,0,0,0.007,-1.691,0,0.007,0.006,0.014,1.844
9836,64.5,0,0.004,0,0,0.007,-1.551,0,0.007,0.006,0.091,1.808
9836,64.75,0,0.004,0,0,0.007,-1.501,0,0.007,0.006,0.093,1.755
9836,65,0,0.004,0,0,0.007,-1.478,0,0.007,0.005,0.073,1.698
9836,65.25,0,0.004,0,0,0.007,-1.476,0,0.007,0.005,0.008,1.636
9836,65.5,0,0.004,0,0,0.007,-1.435,0,0.007,0.005,0.008,1.569
9836,65.75,0,0.004,0,0,0.007,-1.316,0,0.007,0.005,0.043,1.49
9836,66,0,0.004,0,0,0.007,-1.15,0,0.007,0.005,0.093,1.407
9836,66.25,0,0.004,0,0,0.007,-1.083,0,0.007,0.005,0.094,1.319
9836,66.5,0,0.004,0,0,0.007,-1,0,0.007,0.005,0.047,1.223
9836,66.75,0,0.004,0,0,0.007,-0.969,0,0.007,0.005,0.009,1.127
9836,67,0,0.004,0,0,0.007,-0.866,0,0.007,0.005,0.009,1.018
9836,67.25,0,0.004,0,0,0.007,-0.669,0,0.007,0.005,0.071,0.91
9836,67.5,0,0.004,0,0,0.007,-0.574,0,0.007,0.005,0.095,0.796
9836,67.75,0,0.004,0,0,0.007,-0.406,0,0.007,0.005,0.092,0.681
9836,68,0,0.004,0,0,0.007,-0.395,0,0.007,0.005,0.031,0.566
9836,68.25,0,0.004,0,0,0.007,-0.287,0,0.007,0.005,0.009,0.451
9836,68.5,0,0.004,0,0,0.007,-0.179,0,0.007,0.005,0.009,0.34
9836,68.75,0,0.004,0,0,0.007,0.22,0.116,0.007,0.054,0.087,0.24
9836,69,0,0.004,0,0,0.007,0.117,0,0.007,0.005,0.095,0.142
9836,69.25,0,0.004,0,0,0.007,0.186,0,0.007,0.005,0.093,0.023
9836,69.5,0,0.065,0,0,0.007,0.3,0,0.007,0.005,0.063,0.005
9836,69.75,0,0.053,0,0,0.007,0.238,0,0.007,0.005,0.008,-0.009
9836,70,0,0.201,0,0,0.007,0.446,0,0.007,0.005,0.008,-0.016
9836,70.25,0,0.036,0,0,0.007,0.452,0,0.007,0.005,0.049,-0.006
9836,70.5,0,0.036,0,0,0.007,0.535,0,0.007,0.005,0.09,0
9836,70.75,0,0.275,0,0,0.007,0.865,0,0.007,0.005,0.092,-0.001
9836,71,0,0.288,0,0,0.007,1.339,0,0.007,0.448,0.083,0
9836,71.25,0,0.039,0,0,0.007,0.432,0,0.007,0.005,0.038,0
9836,71.5,0,0.004,0,0,0.007,0.259,0,0.007,0.005,0.008,0
9836,71.75,0,0.004,0,0,0.007,0.296,0,0.007,0.005,0.008,0
9836,72,0,0.004,0,0,0.007,0.352,0,0.007,0.005,0.064,0
9836,72.25,0,0.004,0,0,0.007,0.379,0,0.007,0.005,0.094,0
9836,72.5,0,0.004,0,0,0.007,0.434,0,0.007,0.005,0.094,0
9836,72.75,0,0.004,0,0,0.007,0.738,0,0.007,0.005,0.093,0.001
9836,73,0,0.004,0,0,0.007,0.734,0,0.007,0.005,0.075,0
9836,73.25,0,0.004,0,0,0.007,0.367,0,0.007,0.005,0.064,0
9836,73.5,0,0.004,0,0,0.007,0.337,0,0.007,0.005,0.085,0
9836,73.75,0,0.004,0.004,0,0.007,0.593,0,0.006,0.005,0.331,-0.001
9836,74,0,0.004,0.002,0,0.007,0.473,0,0.006,0.005,0.228,-0.001
9836,74.25,0,0.004,0,0,0.007,0.375,0,0.007,0.005,0.099,0
9836,74.5,0,0.004,0,0,0.007,0.344,0,0.007,0.005,0.113,0
9836,74.75,0,0.004,0,0,0.007,0.33,0,0.007,0.005,0.09,0
9836,75,0,0.004,0,0,0.007,0.28,0,0.007,0.005,0.008,0
9836,75.25,0,0.004,0,0,0.007,0.238,0,0.007,0.005,0.009,0
9836,75.5,0,0.004,0,0,0.007,0.33,0,0.007,0.005,0.088,0
9836,75.75,0,0.004,0,0,0.007,0.364,0,0.007,0.005,0.091,0
9836,76,0,0.004,0,0,0.007,0.303,0,0.007,0.005,0.074,0
9836,76.25,0,0.004,0,0,0.007,0.248,0,0.007,0.005,0.008,0
9836,76.5,0,0.004,0,0,0.007,0.28,0,0.007,0.005,0.008,0
9836,76.75,0,0.004,0,0,0.007,0.283,0,0.007,0.005,0.055,0
9836,77,0,0.004,0,0,0.007,0.332,0,0.007,0.005,0.091,0
9836,77.25,0,0.004,0,0,0.007,0.362,0,0.007,0.005,0.09,0
9836,77.5,0,0.004,0,0,0.007,0.278,0,0.007,0.005,0.049,0
9836,77.75,0,0.004,0,0,0.007,0.253,0,0.007,0.005,0.009,0
9836,78,0,0.004,0,0,0.007,0.285,0,0.007,0.005,0.009,0
9836,78.25,0,0.004,0,0,0.007,0.298,0,0.007,0.005,0.066,0
9836,78.5,0,0.004,0,0,0.007,0.335,0,0.007,0.005,0.091,0
9836,78.75,0,0.004,0,0,0.007,0.363,0,0.007,0.005,0.088,0
9836,79,0,0.004,0,0,0.007,0.253,0,0.007,0.005,0.023,0
9836,79.25,0,0.004,0,0,0.007,0.251,0,0.007,0.005,0.009,0
9836,79.5,0,0.004,0,0,0.007,0.285,0,0.007,0.005,0.014,0
9836,79.75,0,0.004,0,0,0.007,0.304,0,0.007,0.005,0.088,0
9836,80,0,0.004,0,0,0.007,0.272,0,0.007,0.005,0.091,-0.001
9836,80.25,0,0.004,0,0,0.007,0.199,0,0.007,0.005,0.066,0.013
9836,80.5,0,0.004,0,0,0.007,0.103,0,0.007,0.005,0.009,0.04
9836,80.75,0,0.004,0,0,0.007,0.322,0,0.007,0.005,0.009,0.068
9836,81,0,0.004,0,0,0.007,0.166,0,0.007,0.005,0.046,0.133
9836,81.25,0,0.004,0,0,0.007,0.046,0,0.007,0.005,0.091,0.21
9836,81.5,0,0.004,0,0,0.007,0.061,0,0.007,0.005,0.091,0.208
9836,81.75,0,0.004,0,0,0.007,-0.172,0,0.007,0.005,0.052,0.35
9836,82,0.001,0.004,0,0,0.007,-0.266,0.205,0.007,0.005,0.01,0.617
